Rid;causa contaminante;area influencia (kms);fecha apertura;region de tramitacion;comuna de tramitacion
358;contaminacion del aire;23.87;2018-03-25;X de Los Lagos;Calbuco
359;plagas;31.98;2005-01-06;IX de La Araucania;Lumaco
360;contaminacion del aire;36.29;2010-07-13;VIII del Bio-Bio;Mulchen
361;plagas;3.8;2000-05-12;Metropolitana de Santiago;Pedro Aguirre Cerda
362;contaminacion de la cadena trofica;22.44;2004-08-21;IX de La Araucania;Angol
363;contaminacion del aire;28.02;2000-04-06;VII del Maule;Rauco
364;plagas;45.38;1995-06-22;Metropolitana de Santiago;Renca
365;mal olor;26.35;1992-05-13;IX de La Araucania;Loncoche
366;contaminacion de suelo;9.11;1984-09-07;Metropolitana de Santiago;Ñuñoa
367;radiacion;25.23;2015-08-16;XVI de Ñuble;Coihueco
368;mal olor;32.07;2014-03-01;VII del Maule;Licanten
369;contaminacion del aire;8.14;2010-04-02;IX de La Araucania;Los Sauces
370;ruido;29.53;2012-03-19;VI del Libertador General Bernardo O'Higgins;Lolol
371;mal olor;42.13;1964-11-05;VI del Libertador General Bernardo O'Higgins;Coltauco
372;contaminacion de suelo;39.76;2004-04-10;VIII del Bio-Bio;Santa Juana
373;destruccion del medio ambiente;27.73;1984-02-09;II de Antofagasta;Sierra Gorda
374;contaminacion de agua;9.82;2011-03-27;Metropolitana de Santiago;Pudahuel
375;contaminacion de agua;38.69;1979-09-12;XIV de Los Rios;La Union
376;plagas;33.74;1993-01-23;Metropolitana de Santiago;Santiago
377;contaminacion de suelo;21.5;2015-05-27;XIV de Los Rios;La Union
378;contaminacion del aire;18.26;2016-11-08;X de Los Lagos;Chonchi
379;contaminacion del aire;16.27;2001-10-11;XIV de Los Rios;Panguipulli
380;plagas;38.22;2017-03-27;VI del Libertador General Bernardo O'Higgins;Coltauco
381;radiacion;46.11;2018-01-26;XIV de Los Rios;Panguipulli
382;mal olor;49.3;1985-09-27;VIII del Bio-Bio;Tirua
383;contaminacion de la cadena trofica;49.11;2009-06-20;XI de Aysen del General Carlos Ibañez del Campo;Chile Chico
384;contaminacion del aire;38.71;1996-09-22;VII del Maule;Pencahue
385;mal olor;12.74;1997-01-27;VII del Maule;Villa Alegre
386;contaminacion de suelo;21.72;2000-02-29;V de Valparaiso;Villa Alemana
387;radiacion;36.75;1968-07-11;Metropolitana de Santiago;Talagante
388;contaminacion de agua;38.44;2014-12-02;VI del Libertador General Bernardo O'Higgins;Peralillo
389;contaminacion de la cadena trofica;0.12;2017-08-25;IX de La Araucania;Loncoche
390;destruccion del medio ambiente;8.63;2018-06-12;IX de La Araucania;Temuco
391;plagas;19.28;2004-09-12;Metropolitana de Santiago;La Granja
392;contaminacion de la cadena trofica;31.89;2019-04-14;X de Los Lagos;Curaco de Velez
393;contaminacion de la cadena trofica;22.34;2009-07-12;IV de Coquimbo;Combarbala
394;contaminacion de la cadena trofica;0.82;2009-12-04;XI de Aysen del General Carlos Ibañez del Campo;Guaitecas
395;ruido;20.99;1963-04-23;VIII del Bio-Bio;Lota
396;contaminacion del aire;8.76;1985-04-26;IX de La Araucania;Pucon
397;mal olor;46.71;1981-09-28;IX de La Araucania;Curarrehue
398;contaminacion de suelo;46.38;1999-11-25;IX de La Araucania;Puren
399;mal olor;28.18;2012-08-07;III de Atacama;Tierra Amarilla
400;contaminacion de agua;44.72;2011-10-22;Metropolitana de Santiago;Quilicura
401;contaminacion de suelo;11.87;2016-12-29;VIII del Bio-Bio;San Rosendo
402;plagas;31.19;2017-05-30;XVI de Ñuble;Cobquecura
403;ruido;16.11;1985-04-08;Metropolitana de Santiago;Independencia
404;contaminacion de la cadena trofica;36.55;1998-12-09;Metropolitana de Santiago;Curacavi
405;destruccion del medio ambiente;25.48;1996-06-10;V de Valparaiso;Santo Domingo
406;destruccion del medio ambiente;15.93;2003-04-19;VII del Maule;Licanten
407;plagas;28.12;1980-11-08;VI del Libertador General Bernardo O'Higgins;Coltauco
408;contaminacion del aire;35.43;1972-06-20;IX de La Araucania;Pucon
409;contaminacion de agua;20.1;2018-04-07;XI de Aysen del General Carlos Ibañez del Campo;Aisen
410;destruccion del medio ambiente;4.88;2018-11-14;XI de Aysen del General Carlos Ibañez del Campo;Tortel
411;contaminacion del aire;43.42;1997-11-17;X de Los Lagos;Puqueldon
412;destruccion del medio ambiente;43.7;2010-03-24;V de Valparaiso;Santo Domingo
413;mal olor;19;1964-10-28;IV de Coquimbo;Los Vilos
414;contaminacion de agua;43.45;1997-03-03;VI del Libertador General Bernardo O'Higgins;Malloa
415;ruido;10.37;2003-12-15;Metropolitana de Santiago;Estacion Central
416;contaminacion de suelo;8.97;1995-11-09;VI del Libertador General Bernardo O'Higgins;Placilla
417;contaminacion del aire;19.49;2006-04-26;IV de Coquimbo;Punitaqui
418;contaminacion de agua;31.21;2016-12-07;VI del Libertador General Bernardo O'Higgins;San Vicente
419;destruccion del medio ambiente;15.25;2015-01-09;VI del Libertador General Bernardo O'Higgins;Mostazal
420;mal olor;21.49;1991-09-22;VII del Maule;Curico
421;ruido;4.71;2003-07-19;X de Los Lagos;Fresia
422;mal olor;11.76;2007-12-17;VII del Maule;Pencahue
423;contaminacion del aire;47.86;1997-02-06;Metropolitana de Santiago;Pedro Aguirre Cerda
424;radiacion;39.97;1997-09-29;VI del Libertador General Bernardo O'Higgins;Placilla
425;ruido;21.14;2012-12-08;Metropolitana de Santiago;Conchali
426;mal olor;32.62;2018-02-26;V de Valparaiso;Calera
427;ruido;23.7;1992-09-23;VI del Libertador General Bernardo O'Higgins;Rengo
428;contaminacion de agua;21.75;1995-07-08;Metropolitana de Santiago;Conchali
429;contaminacion del aire;15.43;1986-01-01;X de Los Lagos;Frutillar
430;plagas;38.61;1993-04-23;VI del Libertador General Bernardo O'Higgins;Chepica
431;radiacion;30.89;2016-06-24;VI del Libertador General Bernardo O'Higgins;Rancagua
432;plagas;33.53;2003-02-22;V de Valparaiso;Concon
433;contaminacion del aire;9.52;1990-07-01;IX de La Araucania;Lumaco
434;radiacion;44.98;2010-09-02;VI del Libertador General Bernardo O'Higgins;La Estrella
435;contaminacion del aire;12.73;2015-11-09;X de Los Lagos;Purranque
436;plagas;46.24;2012-05-25;II de Antofagasta;San Pedro de Atacama
437;mal olor;19.58;2005-02-02;Metropolitana de Santiago;Huechuraba
438;contaminacion de la cadena trofica;37.39;2009-10-28;IX de La Araucania;Pucon
439;contaminacion de agua;40.75;2001-07-25;III de Atacama;Copiapo
440;plagas;15.86;2018-07-29;VII del Maule;Maule
441;mal olor;27.41;2003-10-24;X de Los Lagos;Hualaihue
442;ruido;12.14;1997-10-14;IX de La Araucania;Pucon
443;contaminacion de suelo;16.28;1985-11-27;Metropolitana de Santiago;Peñalolen
444;radiacion;17.63;1998-02-12;X de Los Lagos;Chaiten
445;radiacion;40.67;2015-10-06;IV de Coquimbo;Rio Hurtado
446;destruccion del medio ambiente;42.62;2018-06-11;IX de La Araucania;Carahue
447;plagas;11.32;1998-10-04;XVI de Ñuble;San Fabian
448;destruccion del medio ambiente;36.86;1993-05-31;VIII del Bio-Bio;Tucapel
449;plagas;3.25;2018-10-17;Metropolitana de Santiago;Cerrillos
450;radiacion;3.32;1998-12-17;XII de Magallanes y de La Antartica Chilena;Natales
451;plagas;9.83;2010-09-17;VI del Libertador General Bernardo O'Higgins;San Vicente
452;ruido;42.48;1994-10-31;VI del Libertador General Bernardo O'Higgins;Chepica
453;contaminacion de agua;26.1;1982-12-20;XII de Magallanes y de La Antartica Chilena;Torres del Paine
454;contaminacion del aire;36.95;1994-11-16;X de Los Lagos;Castro
455;contaminacion de agua;32.69;1978-09-19;II de Antofagasta;Maria Elena
456;plagas;19.43;2014-03-18;VII del Maule;Linares
457;plagas;24.85;2008-10-31;XII de Magallanes y de La Antartica Chilena;Rio Verde
458;contaminacion del aire;46.57;2011-03-14;IX de La Araucania;Teodoro Schmidt
459;ruido;16.61;1991-05-17;VI del Libertador General Bernardo O'Higgins;Graneros
460;ruido;31.6;2010-02-27;III de Atacama;Caldera
461;radiacion;29.98;1969-03-04;VI del Libertador General Bernardo O'Higgins;Coinco
462;destruccion del medio ambiente;3.99;1996-03-03;XIV de Los Rios;Paillaco
463;contaminacion de agua;36.56;2006-09-07;VI del Libertador General Bernardo O'Higgins;Palmilla
464;plagas;49.43;2016-07-25;X de Los Lagos;Rio Negro
465;ruido;25.63;2017-04-07;V de Valparaiso;Santa Maria
466;contaminacion de agua;2.8;2004-07-18;V de Valparaiso;Juan Fernandez
467;contaminacion de suelo;6.98;2009-07-18;IV de Coquimbo;Combarbala
468;contaminacion de la cadena trofica;3.68;2002-10-22;IV de Coquimbo;Coquimbo
469;mal olor;29.58;2019-08-30;V de Valparaiso;Panquehue
470;contaminacion de suelo;42.26;2010-06-11;Metropolitana de Santiago;Estacion Central
471;contaminacion de agua;28.48;2019-03-25;IV de Coquimbo;Canela
472;contaminacion de la cadena trofica;7.35;2015-02-19;VIII del Bio-Bio;Florida
473;radiacion;15.74;2018-01-16;XI de Aysen del General Carlos Ibañez del Campo;Chile Chico
474;mal olor;2.76;2006-04-07;VI del Libertador General Bernardo O'Higgins;Placilla
475;plagas;37.45;2016-01-29;VIII del Bio-Bio;Hualpen
476;contaminacion del aire;34.71;2015-05-21;XVI de Ñuble;Chillan
477;destruccion del medio ambiente;0.15;2014-03-05;IV de Coquimbo;La Higuera
478;ruido;36.7;2016-12-27;XVI de Ñuble;Treguaco
479;contaminacion del aire;21.2;1994-07-09;XVI de Ñuble;Cobquecura
480;contaminacion de suelo;32.61;2008-06-25;IV de Coquimbo;Vicuña
481;contaminacion del aire;24.79;1982-10-08;VII del Maule;Teno
482;destruccion del medio ambiente;41.92;2007-01-19;I de Tarapaca;Iquique
483;contaminacion del aire;18.72;2016-12-21;Metropolitana de Santiago;La Reina
484;contaminacion de la cadena trofica;30.23;2014-06-02;V de Valparaiso;Concon
485;contaminacion del aire;23.11;2011-08-04;VIII del Bio-Bio;Florida
486;destruccion del medio ambiente;40.9;2018-11-24;Metropolitana de Santiago;Lampa
487;contaminacion de agua;6;2019-03-13;IX de La Araucania;Angol
488;contaminacion del aire;47.05;2009-06-01;VII del Maule;Constitucion
489;radiacion;19.77;2017-03-02;VIII del Bio-Bio;Chiguayante
490;contaminacion de agua;12.83;1995-09-12;IV de Coquimbo;Monte Patria
491;contaminacion de suelo;21.84;2001-01-03;XI de Aysen del General Carlos Ibañez del Campo;O'Higgins
492;radiacion;31.53;1986-12-07;VIII del Bio-Bio;Talcahuano
493;radiacion;44.43;2012-11-02;IX de La Araucania;Victoria
494;ruido;35.9;2001-06-17;IX de La Araucania;Traiguen
495;radiacion;19.91;1993-02-21;VI del Libertador General Bernardo O'Higgins;Codegua
496;contaminacion de suelo;22.4;2009-03-17;VII del Maule;San Clemente
497;ruido;23.66;1989-08-21;XI de Aysen del General Carlos Ibañez del Campo;Lago Verde
498;destruccion del medio ambiente;19.85;1991-07-10;XVI de Ñuble;San Nicolas
499;mal olor;32.47;2013-12-05;XV de Arica y Parinacota;Putre
500;contaminacion de la cadena trofica;2.45;2012-06-05;XIV de Los Rios;Panguipulli
501;mal olor;49.18;2001-12-29;VII del Maule;Villa Alegre
502;contaminacion de suelo;28.31;2016-05-15;Metropolitana de Santiago;Isla de Maipo
503;contaminacion de suelo;12.21;2004-09-23;V de Valparaiso;San Felipe
504;plagas;21.88;1998-01-02;IV de Coquimbo;Rio Hurtado
505;contaminacion de la cadena trofica;29.48;2008-03-28;IX de La Araucania;Puren
506;plagas;23.65;2003-08-25;XII de Magallanes y de La Antartica Chilena;Punta Arenas
507;contaminacion del aire;21.8;1979-04-24;XVI de Ñuble;Coelemu
508;contaminacion de suelo;25.85;1974-06-15;VII del Maule;Maule
509;contaminacion de suelo;5.8;1999-05-23;Metropolitana de Santiago;Lo Prado
510;plagas;7.54;1989-01-04;VIII del Bio-Bio;Curanilahue
511;ruido;40.2;1986-07-22;XVI de Ñuble;Yungay
512;mal olor;33.4;2019-01-29;IV de Coquimbo;Salamanca
513;contaminacion de agua;1.82;2016-01-21;IV de Coquimbo;La Serena
514;destruccion del medio ambiente;14.1;2013-10-31;XVI de Ñuble;Chillan Viejo
515;radiacion;44.53;2013-05-13;Metropolitana de Santiago;Lo Barnechea
516;contaminacion de suelo;40.46;2013-03-04;VI del Libertador General Bernardo O'Higgins;Palmilla
517;contaminacion de la cadena trofica;34.5;1974-12-23;XI de Aysen del General Carlos Ibañez del Campo;Tortel
518;plagas;19.01;2018-06-02;IX de La Araucania;Perquenco
519;contaminacion de suelo;30.56;1983-04-07;V de Valparaiso;Santa Maria
520;contaminacion de suelo;12.65;2009-10-27;II de Antofagasta;Ollague
521;destruccion del medio ambiente;16.59;2015-06-14;VII del Maule;Licanten
522;contaminacion de la cadena trofica;44.12;2017-06-25;V de Valparaiso;Panquehue
523;radiacion;32.23;1997-06-27;VII del Maule;Romeral
524;contaminacion de suelo;37.81;2006-02-24;VIII del Bio-Bio;Curanilahue
525;plagas;3.26;1972-02-01;X de Los Lagos;Osorno
526;contaminacion de la cadena trofica;48.6;2018-05-29;III de Atacama;Chañaral
527;plagas;15.21;1968-06-30;X de Los Lagos;Quinchao
528;destruccion del medio ambiente;27.47;2011-11-26;Metropolitana de Santiago;San Jose de Maipo
529;destruccion del medio ambiente;4.36;2009-05-28;VIII del Bio-Bio;Cañete
530;plagas;31.53;2007-04-27;I de Tarapaca;Alto Hospicio
531;contaminacion de agua;24.46;2019-08-04;Metropolitana de Santiago;Lo Barnechea
532;contaminacion de agua;11.64;1997-07-26;X de Los Lagos;Queilen
533;destruccion del medio ambiente;30.7;1998-06-05;VI del Libertador General Bernardo O'Higgins;Machali
534;contaminacion del aire;29.77;2006-11-07;X de Los Lagos;Quinchao
535;contaminacion de suelo;1.96;1977-08-20;V de Valparaiso;Putaendo
536;radiacion;9.64;2013-11-20;II de Antofagasta;San Pedro de Atacama
537;mal olor;11.62;2003-04-26;V de Valparaiso;Panquehue
538;contaminacion de la cadena trofica;13.85;2010-02-18;Metropolitana de Santiago;Pirque
539;contaminacion de suelo;2.55;2013-11-25;V de Valparaiso;Hijuelas
540;ruido;1.01;1987-09-25;Metropolitana de Santiago;Lo Prado
541;ruido;14.2;2016-10-05;VII del Maule;Pelluhue
542;ruido;10.67;2002-12-04;Metropolitana de Santiago;Huechuraba
543;radiacion;26.12;1994-08-02;IX de La Araucania;Temuco
544;plagas;13.74;1984-09-10;IX de La Araucania;Teodoro Schmidt
545;mal olor;25.99;1997-02-10;VIII del Bio-Bio;Negrete
546;contaminacion de agua;9.37;2001-03-04;IV de Coquimbo;Canela
547;plagas;47.65;1991-01-10;Metropolitana de Santiago;Estacion Central
548;contaminacion del aire;29.66;2018-12-06;XIV de Los Rios;Panguipulli
549;destruccion del medio ambiente;33.57;1987-07-14;IX de La Araucania;Nueva Imperial
550;contaminacion de suelo;27.75;2000-02-22;VIII del Bio-Bio;Hualpen
551;radiacion;46.41;2018-01-03;VIII del Bio-Bio;Curanilahue
552;contaminacion de agua;22.13;2005-02-20;V de Valparaiso;Llaillay
553;plagas;28.15;1986-11-01;VIII del Bio-Bio;Yumbel
554;destruccion del medio ambiente;16.19;1986-11-04;VII del Maule;Yerbas Buenas
555;contaminacion del aire;20.03;2005-10-28;VIII del Bio-Bio;Alto Biobio
556;plagas;45.28;1997-10-03;V de Valparaiso;Santo Domingo
557;plagas;23.17;1978-04-23;VIII del Bio-Bio;Antuco
558;contaminacion de agua;23.25;1981-11-24;IX de La Araucania;Nueva Imperial
559;contaminacion de suelo;42.11;2009-04-13;XI de Aysen del General Carlos Ibañez del Campo;Chile Chico
560;radiacion;16.54;2014-04-07;IX de La Araucania;Curacautin
561;contaminacion del aire;43.53;1958-04-21;II de Antofagasta;Tocopilla
562;ruido;15.46;2008-08-08;V de Valparaiso;Viña del Mar
563;mal olor;10.35;2012-08-25;VIII del Bio-Bio;San Rosendo
564;ruido;40.85;1995-06-22;VIII del Bio-Bio;Lota
565;contaminacion de agua;5.52;1966-11-19;VII del Maule;Retiro
566;radiacion;48.79;2003-08-04;VI del Libertador General Bernardo O'Higgins;Chepica
567;plagas;11.69;2019-05-07;VIII del Bio-Bio;Coronel
568;plagas;5.97;1967-02-03;X de Los Lagos;Puyehue
569;destruccion del medio ambiente;15.33;1967-06-10;V de Valparaiso;Casablanca
570;plagas;3.56;1995-03-29;VII del Maule;Licanten
571;contaminacion del aire;26.33;2016-01-11;XII de Magallanes y de La Antartica Chilena;Laguna Blanca
572;ruido;1.82;1982-08-26;Metropolitana de Santiago;El Monte
573;contaminacion del aire;27.28;2016-03-24;VII del Maule;Pelarco
574;radiacion;29.9;1973-03-14;XIV de Los Rios;Futrono
575;contaminacion de agua;13.98;1991-10-25;VII del Maule;Romeral
576;contaminacion de suelo;30.69;1993-05-19;VII del Maule;Talca
577;plagas;14.53;1965-06-22;VIII del Bio-Bio;Alto Biobio
578;contaminacion del aire;6.71;1958-12-23;VI del Libertador General Bernardo O'Higgins;Las Cabras
579;plagas;18;2019-03-31;XVI de Ñuble;Chillan Viejo
580;plagas;40.52;2012-05-29;IV de Coquimbo;Punitaqui
581;contaminacion del aire;48.93;2014-02-19;IX de La Araucania;Perquenco
582;contaminacion de agua;12.62;2013-04-02;Metropolitana de Santiago;Estacion Central
583;contaminacion de suelo;10.66;1963-04-12;XII de Magallanes y de La Antartica Chilena;Rio Verde
584;contaminacion del aire;13.67;2016-09-13;VIII del Bio-Bio;Mulchen
585;mal olor;49.57;2010-06-30;VIII del Bio-Bio;Tirua
586;radiacion;38.63;2008-05-14;Metropolitana de Santiago;Renca
587;mal olor;2.35;1986-02-11;I de Tarapaca;Pozo Almonte
588;ruido;22.55;1980-01-13;IV de Coquimbo;Paiguano
589;mal olor;3.55;1961-03-14;VII del Maule;Yerbas Buenas
590;destruccion del medio ambiente;45.78;1978-11-22;VIII del Bio-Bio;Penco
591;ruido;30.48;2016-05-21;V de Valparaiso;Quilpue
592;plagas;46.19;2011-02-07;Metropolitana de Santiago;La Reina
593;contaminacion de suelo;19.39;1986-01-18;VIII del Bio-Bio;Arauco
594;contaminacion de la cadena trofica;8.83;1966-05-31;XII de Magallanes y de La Antartica Chilena;Primavera
595;ruido;23.32;2019-07-26;VI del Libertador General Bernardo O'Higgins;San Fernando
596;ruido;31.91;2017-12-19;IX de La Araucania;Melipeuco
597;radiacion;19.81;2009-01-11;IX de La Araucania;Cholchol
598;destruccion del medio ambiente;47.52;2011-02-18;IX de La Araucania;Carahue
599;mal olor;39.65;2004-07-05;IV de Coquimbo;Coquimbo
600;radiacion;33.82;2004-12-05;Metropolitana de Santiago;Recoleta
601;contaminacion de agua;35.68;2015-04-28;XII de Magallanes y de La Antartica Chilena;Antartica
602;plagas;36.41;2007-09-22;IV de Coquimbo;Punitaqui
603;contaminacion del aire;7.41;1990-11-07;VII del Maule;Talca
604;radiacion;39.83;1996-03-19;Metropolitana de Santiago;San Jose de Maipo
605;ruido;16.6;1999-03-25;I de Tarapaca;Colchane
606;ruido;16.34;2002-05-29;VII del Maule;Constitucion
607;contaminacion de agua;46.72;2014-08-04;VIII del Bio-Bio;Arauco
608;contaminacion de la cadena trofica;25.96;2001-11-30;V de Valparaiso;Casablanca
609;plagas;33.94;2019-05-18;VIII del Bio-Bio;Lebu
610;radiacion;15.19;2019-04-30;XII de Magallanes y de La Antartica Chilena;Natales
611;radiacion;18.78;1993-04-20;Metropolitana de Santiago;San Pedro
612;plagas;26.84;1990-06-28;VII del Maule;Rio Claro
613;contaminacion de agua;29.35;1998-10-22;III de Atacama;Vallenar
614;mal olor;7.42;1973-03-07;Metropolitana de Santiago;Peñaflor
615;radiacion;45.36;1997-05-24;Metropolitana de Santiago;San Bernardo
616;contaminacion de agua;29.12;2001-01-08;Metropolitana de Santiago;Melipilla
617;radiacion;48.82;1990-06-20;V de Valparaiso;El Quisco
618;contaminacion del aire;25.41;2004-01-21;VIII del Bio-Bio;Quilaco
619;ruido;4.64;1982-06-24;Metropolitana de Santiago;Cerrillos
620;contaminacion de agua;39.78;2005-08-18;IX de La Araucania;Nueva Imperial
621;contaminacion de la cadena trofica;34.27;1968-06-12;VI del Libertador General Bernardo O'Higgins;Codegua
622;destruccion del medio ambiente;40.49;2017-07-29;III de Atacama;Diego de Almagro
623;contaminacion de la cadena trofica;36.38;2014-05-17;VII del Maule;Molina
624;ruido;47.15;1982-10-03;VIII del Bio-Bio;Quilleco
625;plagas;28.44;2009-12-26;Metropolitana de Santiago;El Bosque
626;ruido;17.07;1983-08-15;VIII del Bio-Bio;Los Alamos
627;ruido;0.74;1985-07-13;V de Valparaiso;Concon
628;plagas;6.83;1973-07-04;V de Valparaiso;San Felipe
629;contaminacion de agua;15.83;2010-01-03;Metropolitana de Santiago;Pudahuel
630;contaminacion del aire;14.53;1976-09-23;VI del Libertador General Bernardo O'Higgins;Peralillo
631;contaminacion de la cadena trofica;35.48;1994-06-29;V de Valparaiso;Nogales
632;destruccion del medio ambiente;33.03;1989-08-02;X de Los Lagos;Hualaihue
633;destruccion del medio ambiente;35.61;1984-04-09;II de Antofagasta;Tocopilla
