numero;causa contaminante;area influencia (kms);fecha apertura;region de tramitacion;comuna de tramitacion
37596-86844-LJ;plagas;15.52;30-08-1974;XIV de Los Rios;Lanco
37932-93155-LH;contaminacion del aire;0.6;01-08-2004;VIII del Bio-Bio;Quilleco
6152-92269-OF;radiacion;38.98;13-05-1989;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
88027-9716-IG;ruido;23;11-03-2008;VII del Maule;Romeral
70903-65750-FN;contaminacion de agua;14.7;29-07-2005;IX de La Araucania;Lautaro
10362-83889-AB;contaminacion de suelo;8.77;27-03-1991;VII del Maule;Hualañe
92927-6453-AJ;contaminacion de la cadena trofica;26.67;25-04-1983;VIII del Bio-Bio;Lebu
55418-34133-KB;contaminacion de la cadena trofica;3.13;28-12-2004;XI de Aysen del General Carlos Ibañez del Campo;Guaitecas
26633-65881-KM;plagas;27.58;09-02-2011;Metropolitana de Santiago;Maria Pinto
17149-38609-NJ;contaminacion de suelo;7.38;14-12-1998;XIV de Los Rios;Futrono
97380-26930-JD;destruccion del medio ambiente;17.18;15-10-2013;VII del Maule;Villa Alegre
86135-37414-LK;contaminacion de la cadena trofica;48.74;10-01-1963;IV de Coquimbo;Salamanca
16076-75777-HG;plagas;46.9;25-02-2008;Metropolitana de Santiago;Recoleta
11641-34307-IJ;ruido;46.47;17-03-2012;V de Valparaiso;Valparaiso
25509-30252-GB;radiacion;18.04;19-09-1999;VIII del Bio-Bio;Cañete
60895-66489-KM;contaminacion de suelo;9.04;19-05-2019;Metropolitana de Santiago;Pedro Aguirre Cerda
73320-42264-KK;ruido;12.9;19-01-1998;VIII del Bio-Bio;Chiguayante
40868-84822-MB;destruccion del medio ambiente;43.62;21-04-2010;XIV de Los Rios;Los Lagos
47853-21136-BD;ruido;6.54;27-05-2006;IV de Coquimbo;Ovalle
90211-78689-NG;radiacion;40.6;08-12-2010;IX de La Araucania;Temuco
1599-59083-NL;contaminacion de agua;23.9;20-06-1998;VIII del Bio-Bio;Cañete
1162-81244-BK;contaminacion de la cadena trofica;11.6;19-06-2016;Metropolitana de Santiago;Padre Hurtado
98510-75106-MB;destruccion del medio ambiente;10.41;26-07-1986;Metropolitana de Santiago;La Pintana
29042-69868-HM;contaminacion de la cadena trofica;14.77;12-12-1983;VIII del Bio-Bio;Los Angeles
78386-7425-LB;radiacion;31.15;13-04-2019;VI del Libertador General Bernardo O'Higgins;Las Cabras
37911-51049-GB;radiacion;43.92;26-06-2017;I de Tarapaca;Camiña
85214-87335-HK;contaminacion de agua;36.12;20-03-2019;IX de La Araucania;Perquenco
83333-17784-OI;ruido;22.66;20-09-1991;Metropolitana de Santiago;Huechuraba
26458-21930-AO;plagas;0.21;30-07-2014;VII del Maule;Yerbas Buenas
43980-91445-GF;destruccion del medio ambiente;12.36;27-04-1993;Metropolitana de Santiago;San Joaquin
3186-41407-HD;destruccion del medio ambiente;43.44;30-05-2019;III de Atacama;Diego de Almagro
48895-50224-BO;mal olor;38.89;13-12-2017;VI del Libertador General Bernardo O'Higgins;Coinco
78748-19010-MO;contaminacion del aire;48.11;25-04-2010;XII de Magallanes y de La Antartica Chilena;Timaukel
48611-12240-LA;contaminacion del aire;15.18;10-12-2007;Metropolitana de Santiago;La Cisterna
49737-32319-EJ;contaminacion de la cadena trofica;19.44;02-08-2008;X de Los Lagos;Curaco de Velez
39077-17093-IO;radiacion;10.49;31-01-2008;XI de Aysen del General Carlos Ibañez del Campo;Cisnes
95639-66226-KA;contaminacion de agua;44.22;31-05-1986;VIII del Bio-Bio;Talcahuano
42490-9549-FI;contaminacion del aire;49.31;24-05-2010;IX de La Araucania;Puren
66203-16639-HB;ruido;3.39;26-04-2010;Metropolitana de Santiago;San Miguel
18723-61185-NL;plagas;26.35;14-06-2016;Metropolitana de Santiago;La Reina
41719-34380-HN;ruido;2.76;08-05-1998;VI del Libertador General Bernardo O'Higgins;Rancagua
1671-13940-FB;mal olor;33.67;04-04-1971;XII de Magallanes y de La Antartica Chilena;Cabo de Hornos
47987-72458-NA;contaminacion de agua;6.63;19-07-2017;VI del Libertador General Bernardo O'Higgins;Santa Cruz
227-34265-AJ;contaminacion de agua;7.19;27-08-2015;X de Los Lagos;Queilen
62386-42264-KM;contaminacion de la cadena trofica;0.77;22-06-1982;IX de La Araucania;Pucon
68232-33256-BE;contaminacion de agua;20.65;13-12-2007;VII del Maule;Chanco
37574-50937-IO;plagas;17.57;25-02-2012;Metropolitana de Santiago;Peñaflor
16168-65139-HL;mal olor;10.97;26-12-2016;Metropolitana de Santiago;Renca
68632-15702-BN;contaminacion de suelo;4.51;19-07-2017;VI del Libertador General Bernardo O'Higgins;Pichilemu
70909-4295-FI;plagas;39.22;30-11-2016;VIII del Bio-Bio;Curanilahue
54728-45409-MH;plagas;24.5;21-11-1969;IX de La Araucania;Temuco
50212-33116-MJ;contaminacion de agua;4.66;10-04-2007;II de Antofagasta;Sierra Gorda
65076-92515-FA;destruccion del medio ambiente;31.18;20-11-2014;IX de La Araucania;Teodoro Schmidt
45329-39965-FN;contaminacion de suelo;1.42;25-10-1985;IX de La Araucania;Temuco
45674-72204-LL;contaminacion del aire;23.87;25-03-2018;X de Los Lagos;Calbuco
1870-81037-GN;plagas;31.98;06-01-2005;IX de La Araucania;Lumaco
18116-27855-FA;contaminacion del aire;36.29;13-07-2010;VIII del Bio-Bio;Mulchen
7778-81018-OO;plagas;3.8;12-05-2000;Metropolitana de Santiago;Pedro Aguirre Cerda
77220-5594-EM;contaminacion de la cadena trofica;22.44;21-08-2004;IX de La Araucania;Angol
67912-57970-FK;contaminacion del aire;28.02;06-04-2000;VII del Maule;Rauco
46798-97702-AB;plagas;45.38;22-06-1995;Metropolitana de Santiago;Renca
60125-88020-EJ;mal olor;26.35;13-05-1992;IX de La Araucania;Loncoche
15566-33961-IH;contaminacion de suelo;9.11;07-09-1984;Metropolitana de Santiago;Ñuñoa
23331-39321-EA;radiacion;25.23;16-08-2015;XVI de Ñuble;Coihueco
8847-70563-GA;mal olor;32.07;01-03-2014;VII del Maule;Licanten
28067-87061-NJ;contaminacion del aire;8.14;02-04-2010;IX de La Araucania;Los Sauces
78927-34906-AF;ruido;29.53;19-03-2012;VI del Libertador General Bernardo O'Higgins;Lolol
76002-31884-HB;mal olor;42.13;05-11-1964;VI del Libertador General Bernardo O'Higgins;Coltauco
54269-7563-OD;contaminacion de suelo;39.76;10-04-2004;VIII del Bio-Bio;Santa Juana
22419-89006-MN;destruccion del medio ambiente;27.73;09-02-1984;II de Antofagasta;Sierra Gorda
24676-34240-MD;contaminacion de agua;9.82;27-03-2011;Metropolitana de Santiago;Pudahuel
58039-4526-DN;contaminacion de agua;38.69;12-09-1979;XIV de Los Rios;La Union
24514-730-FM;plagas;33.74;23-01-1993;Metropolitana de Santiago;Santiago
47441-7383-NB;contaminacion de suelo;21.5;27-05-2015;XIV de Los Rios;La Union
38134-8615-MK;contaminacion del aire;18.26;08-11-2016;X de Los Lagos;Chonchi
34535-21444-AL;contaminacion del aire;16.27;11-10-2001;XIV de Los Rios;Panguipulli
23788-66193-BD;plagas;38.22;27-03-2017;VI del Libertador General Bernardo O'Higgins;Coltauco
5201-79340-GL;radiacion;46.11;26-01-2018;XIV de Los Rios;Panguipulli
31390-10675-JI;mal olor;49.3;27-09-1985;VIII del Bio-Bio;Tirua
4969-92890-IE;contaminacion de la cadena trofica;49.11;20-06-2009;XI de Aysen del General Carlos Ibañez del Campo;Chile Chico
42776-48862-BA;contaminacion del aire;38.71;22-09-1996;VII del Maule;Pencahue
79438-70598-OA;mal olor;12.74;27-01-1997;VII del Maule;Villa Alegre
57815-21806-NN;contaminacion de suelo;21.72;29-02-2000;V de Valparaiso;Villa Alemana
17949-48556-JA;radiacion;36.75;11-07-1968;Metropolitana de Santiago;Talagante
73862-79566-NH;contaminacion de agua;38.44;02-12-2014;VI del Libertador General Bernardo O'Higgins;Peralillo
95807-39882-EA;contaminacion de la cadena trofica;0.12;25-08-2017;IX de La Araucania;Loncoche
14105-17965-NF;destruccion del medio ambiente;8.63;12-06-2018;IX de La Araucania;Temuco
79531-56651-LH;plagas;19.28;12-09-2004;Metropolitana de Santiago;La Granja
28917-93426-IO;contaminacion de la cadena trofica;31.89;14-04-2019;X de Los Lagos;Curaco de Velez
33889-6137-IM;contaminacion de la cadena trofica;22.34;12-07-2009;IV de Coquimbo;Combarbala
17642-79509-ME;contaminacion de la cadena trofica;0.82;04-12-2009;XI de Aysen del General Carlos Ibañez del Campo;Guaitecas
14031-50854-DI;ruido;20.99;23-04-1963;VIII del Bio-Bio;Lota
12682-6172-OB;contaminacion del aire;8.76;26-04-1985;IX de La Araucania;Pucon
92571-15775-IG;mal olor;46.71;28-09-1981;IX de La Araucania;Curarrehue
31323-76681-FM;contaminacion de suelo;46.38;25-11-1999;IX de La Araucania;Puren
28515-47758-HA;mal olor;28.18;07-08-2012;III de Atacama;Tierra Amarilla
66801-89792-MN;contaminacion de agua;44.72;22-10-2011;Metropolitana de Santiago;Quilicura
65200-74601-FD;contaminacion de suelo;11.87;29-12-2016;VIII del Bio-Bio;San Rosendo
5332-26842-JN;plagas;31.19;30-05-2017;XVI de Ñuble;Cobquecura
19997-23211-BK;ruido;16.11;08-04-1985;Metropolitana de Santiago;Independencia
72886-77263-II;contaminacion de la cadena trofica;36.55;09-12-1998;Metropolitana de Santiago;Curacavi
22684-50841-DL;destruccion del medio ambiente;25.48;10-06-1996;V de Valparaiso;Santo Domingo
74518-75950-BE;destruccion del medio ambiente;15.93;19-04-2003;VII del Maule;Licanten
41314-95451-KA;plagas;28.12;08-11-1980;VI del Libertador General Bernardo O'Higgins;Coltauco
96790-38945-EA;contaminacion del aire;35.43;20-06-1972;IX de La Araucania;Pucon
88280-15844-GF;contaminacion de agua;20.1;07-04-2018;XI de Aysen del General Carlos Ibañez del Campo;Aisen
89113-30145-NE;destruccion del medio ambiente;4.88;14-11-2018;XI de Aysen del General Carlos Ibañez del Campo;Tortel
26132-30243-HN;contaminacion del aire;43.42;17-11-1997;X de Los Lagos;Puqueldon
20495-64198-KA;destruccion del medio ambiente;43.7;24-03-2010;V de Valparaiso;Santo Domingo
31612-27030-GN;mal olor;19;28-10-1964;IV de Coquimbo;Los Vilos
56633-55074-MH;contaminacion de agua;43.45;03-03-1997;VI del Libertador General Bernardo O'Higgins;Malloa
99687-54592-NF;ruido;10.37;15-12-2003;Metropolitana de Santiago;Estacion Central
183-53239-EB;contaminacion de suelo;8.97;09-11-1995;VI del Libertador General Bernardo O'Higgins;Placilla
62248-78435-MK;contaminacion del aire;19.49;26-04-2006;IV de Coquimbo;Punitaqui
88104-35890-NB;contaminacion de agua;31.21;07-12-2016;VI del Libertador General Bernardo O'Higgins;San Vicente
73598-14413-EL;destruccion del medio ambiente;15.25;09-01-2015;VI del Libertador General Bernardo O'Higgins;Mostazal
24053-31033-EH;mal olor;21.49;22-09-1991;VII del Maule;Curico
17636-7621-BE;ruido;4.71;19-07-2003;X de Los Lagos;Fresia
87414-9611-GL;mal olor;11.76;17-12-2007;VII del Maule;Pencahue
379-92160-JE;contaminacion del aire;47.86;06-02-1997;Metropolitana de Santiago;Pedro Aguirre Cerda
45806-17701-BD;radiacion;39.97;29-09-1997;VI del Libertador General Bernardo O'Higgins;Placilla
47238-166-AO;ruido;21.14;08-12-2012;Metropolitana de Santiago;Conchali
97851-38763-KB;mal olor;32.62;26-02-2018;V de Valparaiso;Calera
23059-52229-IO;ruido;23.7;23-09-1992;VI del Libertador General Bernardo O'Higgins;Rengo
59766-622-AD;contaminacion de agua;21.75;08-07-1995;Metropolitana de Santiago;Conchali
39629-99548-ID;contaminacion del aire;15.43;01-01-1986;X de Los Lagos;Frutillar
73961-74990-OI;plagas;38.61;23-04-1993;VI del Libertador General Bernardo O'Higgins;Chepica
38445-14261-KI;radiacion;30.89;24-06-2016;VI del Libertador General Bernardo O'Higgins;Rancagua
8408-55431-HD;plagas;33.53;22-02-2003;V de Valparaiso;Concon
49587-38492-AD;contaminacion del aire;9.52;01-07-1990;IX de La Araucania;Lumaco
58310-81724-EM;radiacion;44.98;02-09-2010;VI del Libertador General Bernardo O'Higgins;La Estrella
77830-17261-AG;contaminacion del aire;12.73;09-11-2015;X de Los Lagos;Purranque
38317-81420-LK;plagas;46.24;25-05-2012;II de Antofagasta;San Pedro de Atacama
13113-91204-IB;mal olor;19.58;02-02-2005;Metropolitana de Santiago;Huechuraba
19679-2578-IB;contaminacion de la cadena trofica;37.39;28-10-2009;IX de La Araucania;Pucon
88355-75891-DO;contaminacion de agua;40.75;25-07-2001;III de Atacama;Copiapo
18375-32934-HA;plagas;15.86;29-07-2018;VII del Maule;Maule
43937-17188-FK;mal olor;27.41;24-10-2003;X de Los Lagos;Hualaihue
84781-76951-OM;ruido;12.14;14-10-1997;IX de La Araucania;Pucon
45717-64384-GE;contaminacion de suelo;16.28;27-11-1985;Metropolitana de Santiago;Peñalolen
40917-85780-OG;radiacion;17.63;12-02-1998;X de Los Lagos;Chaiten
22569-85132-EO;radiacion;40.67;06-10-2015;IV de Coquimbo;Rio Hurtado
25648-25070-ML;destruccion del medio ambiente;42.62;11-06-2018;IX de La Araucania;Carahue
62210-85464-BE;plagas;11.32;04-10-1998;XVI de Ñuble;San Fabian
81340-3193-BF;destruccion del medio ambiente;36.86;31-05-1993;VIII del Bio-Bio;Tucapel
69702-57651-GF;plagas;3.25;17-10-2018;Metropolitana de Santiago;Cerrillos
20294-68376-MI;radiacion;3.32;17-12-1998;XII de Magallanes y de La Antartica Chilena;Natales
62438-58719-ID;plagas;9.83;17-09-2010;VI del Libertador General Bernardo O'Higgins;San Vicente
98872-17698-DB;ruido;42.48;31-10-1994;VI del Libertador General Bernardo O'Higgins;Chepica
87345-98996-FN;contaminacion de agua;26.1;20-12-1982;XII de Magallanes y de La Antartica Chilena;Torres del Paine
74850-85102-JH;contaminacion del aire;36.95;16-11-1994;X de Los Lagos;Castro
61716-54477-GH;contaminacion de agua;32.69;19-09-1978;II de Antofagasta;Maria Elena
35747-61648-GI;plagas;19.43;18-03-2014;VII del Maule;Linares
91609-9651-NA;plagas;24.85;31-10-2008;XII de Magallanes y de La Antartica Chilena;Rio Verde
61991-14342-JD;contaminacion del aire;46.57;14-03-2011;IX de La Araucania;Teodoro Schmidt
29882-86331-BE;ruido;16.61;17-05-1991;VI del Libertador General Bernardo O'Higgins;Graneros
67925-92389-AM;ruido;31.6;27-02-2010;III de Atacama;Caldera
63632-88004-NO;radiacion;29.98;04-03-1969;VI del Libertador General Bernardo O'Higgins;Coinco
36238-26381-HE;destruccion del medio ambiente;3.99;03-03-1996;XIV de Los Rios;Paillaco
4436-2326-IK;contaminacion de agua;36.56;07-09-2006;VI del Libertador General Bernardo O'Higgins;Palmilla
5930-54688-NB;plagas;49.43;25-07-2016;X de Los Lagos;Rio Negro
23452-61348-AE;ruido;25.63;07-04-2017;V de Valparaiso;Santa Maria
86127-94020-IG;contaminacion de agua;2.8;18-07-2004;V de Valparaiso;Juan Fernandez
98892-54684-KE;contaminacion de suelo;6.98;18-07-2009;IV de Coquimbo;Combarbala
52180-51755-OL;contaminacion de la cadena trofica;3.68;22-10-2002;IV de Coquimbo;Coquimbo
15117-86590-BE;mal olor;29.58;30-08-2019;V de Valparaiso;Panquehue
59786-86883-MB;contaminacion de suelo;42.26;11-06-2010;Metropolitana de Santiago;Estacion Central
52501-35380-BA;contaminacion de agua;28.48;25-03-2019;IV de Coquimbo;Canela
11692-49599-EA;contaminacion de la cadena trofica;7.35;19-02-2015;VIII del Bio-Bio;Florida
10297-96037-NB;radiacion;15.74;16-01-2018;XI de Aysen del General Carlos Ibañez del Campo;Chile Chico
18699-22073-FF;mal olor;2.76;07-04-2006;VI del Libertador General Bernardo O'Higgins;Placilla
39740-33960-AE;plagas;37.45;29-01-2016;VIII del Bio-Bio;Hualpen
44764-24421-FJ;contaminacion del aire;34.71;21-05-2015;XVI de Ñuble;Chillan
73187-45555-LG;destruccion del medio ambiente;0.15;05-03-2014;IV de Coquimbo;La Higuera
18030-36968-NJ;ruido;36.7;27-12-2016;XVI de Ñuble;Treguaco
5984-71414-FO;contaminacion del aire;21.2;09-07-1994;XVI de Ñuble;Cobquecura
58425-27924-AB;contaminacion de suelo;32.61;25-06-2008;IV de Coquimbo;Vicuña
98541-33437-GD;contaminacion del aire;24.79;08-10-1982;VII del Maule;Teno
93856-11256-BG;destruccion del medio ambiente;41.92;19-01-2007;I de Tarapaca;Iquique
78391-81266-OB;contaminacion del aire;18.72;21-12-2016;Metropolitana de Santiago;La Reina
55742-61902-DO;contaminacion de la cadena trofica;30.23;02-06-2014;V de Valparaiso;Concon
89983-96348-DB;contaminacion del aire;23.11;04-08-2011;VIII del Bio-Bio;Florida
2253-23657-AK;destruccion del medio ambiente;40.9;24-11-2018;Metropolitana de Santiago;Lampa
92284-59559-KK;contaminacion de agua;6;13-03-2019;IX de La Araucania;Angol
70438-87893-EM;contaminacion del aire;47.05;01-06-2009;VII del Maule;Constitucion
72863-84806-KE;radiacion;19.77;02-03-2017;VIII del Bio-Bio;Chiguayante
54164-4511-DB;contaminacion de agua;12.83;12-09-1995;IV de Coquimbo;Monte Patria
93353-20501-AB;contaminacion de suelo;21.84;03-01-2001;XI de Aysen del General Carlos Ibañez del Campo;O'Higgins
51938-21205-OJ;radiacion;31.53;07-12-1986;VIII del Bio-Bio;Talcahuano
40946-82076-LO;radiacion;44.43;02-11-2012;IX de La Araucania;Victoria
43995-44394-MM;ruido;35.9;17-06-2001;IX de La Araucania;Traiguen
53774-66575-MB;radiacion;19.91;21-02-1993;VI del Libertador General Bernardo O'Higgins;Codegua
68709-17669-II;contaminacion de suelo;22.4;17-03-2009;VII del Maule;San Clemente
67830-43035-BN;ruido;23.66;21-08-1989;XI de Aysen del General Carlos Ibañez del Campo;Lago Verde
71513-92419-OA;destruccion del medio ambiente;19.85;10-07-1991;XVI de Ñuble;San Nicolas
3586-19278-BL;mal olor;32.47;05-12-2013;XV de Arica y Parinacota;Putre
66055-85336-ED;contaminacion de la cadena trofica;2.45;05-06-2012;XIV de Los Rios;Panguipulli
21728-78263-KG;mal olor;49.18;29-12-2001;VII del Maule;Villa Alegre
66706-39380-MO;contaminacion de suelo;28.31;15-05-2016;Metropolitana de Santiago;Isla de Maipo
86519-36795-HK;contaminacion de suelo;12.21;23-09-2004;V de Valparaiso;San Felipe
86680-48983-OI;plagas;21.88;02-01-1998;IV de Coquimbo;Rio Hurtado
22411-15947-FB;contaminacion de la cadena trofica;29.48;28-03-2008;IX de La Araucania;Puren
53761-16248-JH;plagas;23.65;25-08-2003;XII de Magallanes y de La Antartica Chilena;Punta Arenas
8058-42696-HO;contaminacion del aire;21.8;24-04-1979;XVI de Ñuble;Coelemu
29773-34964-IA;contaminacion de suelo;25.85;15-06-1974;VII del Maule;Maule
24797-33266-GO;contaminacion de suelo;5.8;23-05-1999;Metropolitana de Santiago;Lo Prado
79431-80670-LF;plagas;7.54;04-01-1989;VIII del Bio-Bio;Curanilahue
46358-99061-OO;ruido;40.2;22-07-1986;XVI de Ñuble;Yungay
67745-25836-HO;mal olor;33.4;29-01-2019;IV de Coquimbo;Salamanca
78766-65377-ML;contaminacion de agua;1.82;21-01-2016;IV de Coquimbo;La Serena
1889-67972-MO;destruccion del medio ambiente;14.1;31-10-2013;XVI de Ñuble;Chillan Viejo
21780-67227-EE;radiacion;44.53;13-05-2013;Metropolitana de Santiago;Lo Barnechea
82746-44644-ID;contaminacion de suelo;40.46;04-03-2013;VI del Libertador General Bernardo O'Higgins;Palmilla
50839-829-JE;contaminacion de la cadena trofica;34.5;23-12-1974;XI de Aysen del General Carlos Ibañez del Campo;Tortel
63996-26058-DI;plagas;19.01;02-06-2018;IX de La Araucania;Perquenco
19292-66392-BG;contaminacion de suelo;30.56;07-04-1983;V de Valparaiso;Santa Maria
31042-98887-HB;contaminacion de suelo;12.65;27-10-2009;II de Antofagasta;Ollague
92065-31029-BA;destruccion del medio ambiente;16.59;14-06-2015;VII del Maule;Licanten
48157-13557-DI;contaminacion de la cadena trofica;44.12;25-06-2017;V de Valparaiso;Panquehue
55755-56717-BD;radiacion;32.23;27-06-1997;VII del Maule;Romeral
31567-2155-HF;contaminacion de suelo;37.81;24-02-2006;VIII del Bio-Bio;Curanilahue
67349-49899-HF;plagas;3.26;01-02-1972;X de Los Lagos;Osorno
9934-82928-AG;contaminacion de la cadena trofica;48.6;29-05-2018;III de Atacama;Chañaral
15499-11395-BK;plagas;15.21;30-06-1968;X de Los Lagos;Quinchao
78952-5907-EF;destruccion del medio ambiente;27.47;26-11-2011;Metropolitana de Santiago;San Jose de Maipo
39898-58963-LH;destruccion del medio ambiente;4.36;28-05-2009;VIII del Bio-Bio;Cañete
17765-54876-GE;plagas;31.53;27-04-2007;I de Tarapaca;Alto Hospicio
31087-51550-DK;contaminacion de agua;24.46;04-08-2019;Metropolitana de Santiago;Lo Barnechea
75190-29365-KA;contaminacion de agua;11.64;26-07-1997;X de Los Lagos;Queilen
11196-6830-JF;destruccion del medio ambiente;30.7;05-06-1998;VI del Libertador General Bernardo O'Higgins;Machali
47152-53486-NH;contaminacion del aire;29.77;07-11-2006;X de Los Lagos;Quinchao
21179-49934-JB;contaminacion de suelo;1.96;20-08-1977;V de Valparaiso;Putaendo
53633-38143-FO;radiacion;9.64;20-11-2013;II de Antofagasta;San Pedro de Atacama
87545-5148-DM;mal olor;11.62;26-04-2003;V de Valparaiso;Panquehue
77698-10226-BE;contaminacion de la cadena trofica;13.85;18-02-2010;Metropolitana de Santiago;Pirque
47965-12339-DL;contaminacion de suelo;2.55;25-11-2013;V de Valparaiso;Hijuelas
22793-36725-DH;ruido;1.01;25-09-1987;Metropolitana de Santiago;Lo Prado
5880-50821-KB;ruido;14.2;05-10-2016;VII del Maule;Pelluhue
34887-50690-FJ;ruido;10.67;04-12-2002;Metropolitana de Santiago;Huechuraba
36124-42584-BH;radiacion;26.12;02-08-1994;IX de La Araucania;Temuco
30892-82624-LH;plagas;13.74;10-09-1984;IX de La Araucania;Teodoro Schmidt
46213-77123-AI;mal olor;25.99;10-02-1997;VIII del Bio-Bio;Negrete
